director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Jon Gunn,12,120,18,841,Delroy Lindo,2000,12985267,Alexa PenaVega,Do You Believe? ,5499,6861,Madison Pettis,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,64,English,USA,PG-13,2300000,2015,882,6,13000
George Sidney,14,108,24,282,Ava Gardner,1000,,Agnes Moorehead,Show Boat ,3699,2640,Howard Keel,http://www.imdb.com/title/tt0044030/?ref_=fn_tt_tt_1,48,English,USA,Approved,2295429,1951,791,7,455
Tim McCanlies,15,97,23,1000,Ashley Johnson,3000,565592,Peter Facinelli,"Dancer, Texas Pop. 81 ",2200,7667,Ethan Embry,http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1,64,English,USA,PG,,1998,2000,6.8,519
Michael Herz,50,96,6,14,Jessica Dublin,40,792966,Phoebe Legere,The Toxic Avenger Part II ,4924,108,Lisa Gaye,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,42,English,USA,R,2300000,1989,31,5.1,335
Mario Van Peebles,12,95,576,462,Luke Perry,972,27012,Cinda McCain,Redemption Road ,453,3263,Linds Edwards,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,9,English,USA,PG-13,,2010,664,5.8,280
Shyam Madiraju,8,90,0,802,Jessica Lowndes,2000,,Diego Boneta,Eden ,1967,5905,Ethan Peck,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,8,English,Spain,R,2000000,2015,1000,4.7,507
Jerry Rees,18,90,115,384,Phil Hartman,11000,,Jon Lovitz,The Brave Little Toaster ,20367,12418,Mindy Sterling,http://www.imdb.com/title/tt0092695/?ref_=fn_tt_tt_1,63,English,USA,Not Rated,2300000,1987,552,7.3,0
Steve Miner,236,91,50,21,Dana Kimmell,73,36200000,Richard Brooker,Friday the 13th Part III ,34163,181,Nick Savage,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,376,English,USA,R,2300000,1982,32,5.7,0
James Algar,98,120,12,,Leopold Stokowski,2,76400000,Deems Taylor,Fantasia ,74368,2,,http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1,250,English,USA,G,2280000,1940,0,7.8,0
William Friedkin,140,104,633,109,Fernando Rey,854,,Roy Scheider,The French Connection ,86996,1252,Tony Lo Bianco,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,290,English,USA,R,1800000,1971,171,7.8,0
Michael Landon Jr.,18,117,85,282,Louise Fletcher,889,379643,Henry Thomas,The Last Sin Eater ,1610,2272,A.J. Buckley,http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1,29,English,USA,PG-13,2200000,2007,488,5.9,285
Danny Steinmann,160,92,13,21,Melanie Kinnaman,43,21300000,Tiffany Helm,Friday the 13th: A New Beginning ,23936,181,Dominick Brascia,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,348,English,USA,R,2200000,1985,27,4.7,0
Hayley Cloake,10,90,0,311,Kayla Ewell,677,,Brian Austin Green,Impact Point ,1154,1661,Linden Ashby,http://www.imdb.com/title/tt1086841/?ref_=fn_tt_tt_1,10,English,USA,R,2200000,2008,401,4.3,80
Tay Garnett,7,119,10,276,Greer Garson,507,,Jessica Tandy,The Valley of Decision ,1375,1525,Lionel Barrymore,http://www.imdb.com/title/tt0038213/?ref_=fn_tt_tt_1,30,English,USA,Passed,2160000,1945,295,7.4,73
Harmage Singh Kalirai,10,90,24,20,Zohra Segal,131,,Saeed Jaffrey,Chicken Tikka Masala ,486,278,Harish Patel,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1,14,English,UK,,1200000,2005,79,5.8,172
Jon Knautz,94,90,10,42,Daniel Kash,377,,Rachel Skarsten,Jack Brooks: Monster Slayer ,5309,573,Stefanie Drummond,http://www.imdb.com/title/tt0816539/?ref_=fn_tt_tt_1,47,English,Canada,R,2500000,2007,53,6,889
William Wyler,112,172,360,197,Teresa Wright,771,23650000,Myrna Loy,The Best Years of Our Lives ,42805,2135,Dana Andrews,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,245,English,USA,Passed,2100000,1946,238,8.1,0
Robert Fontaine,7,90,7,18,Arturo Castro,128,3330,Michael Derek,Mi America ,27,214,Brad Lee Wind,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,1,English,USA,R,2100000,2015,21,6.9,307
Larry Clark,75,113,187,554,Nick Stahl,738,510092,Kelli Garner,Bully ,30277,3333,Brad Renfro,http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1,336,English,USA,R,,2001,655,7,0
Petter Næss,68,89,16,14,Per Christian Ellefsen,127,313436,Jørgen Langhelle,Elling ,12635,166,Sven Nordin,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,97,Norwegian,Norway,R,15500000,2001,22,7.6,0
Jaume Balagueró,253,78,62,7,Pablo Rosso,122,,Manuela Velasco,[Rec] ,137650,147,Carlos Lasarte,http://www.imdb.com/title/tt1038988/?ref_=fn_tt_tt_1,377,Spanish,Spain,R,1500000,2007,9,7.5,15000
Patricia Cardoso,,89,15,719,Martha Higareda,936,,Rosie Perez,Lies in Plain Sight ,564,3999,Cheyenne Haynes,http://www.imdb.com/title/tt1675312/?ref_=fn_tt_tt_1,4,English,USA,TV-PG,2100000,2010,720,6.3,167
Neil Mcenery-West,33,77,0,282,Michael Chapman,847,,Walter Hendrix III,Containment ,1567,2151,Louise Brealey,http://www.imdb.com/title/tt3561236/?ref_=fn_tt_tt_1,21,English,UK,,,2015,371,4.8,291
Anthony O'Brien,19,81,6,106,Maria Doyle Kennedy,449,,James Ransone,The Timber ,1415,1088,Shaun O'Hagan,http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1,22,English,USA,,2100000,2015,329,5.5,387
Dan Perri,1,100,0,366,Carmen Argenziano,744,,Travis Myers,Sharkskin ,11,2088,David Proval,http://www.imdb.com/title/tt2317796/?ref_=fn_tt_tt_1,1,English,USA,,2100000,2015,378,7.3,14
George Miller,182,87,774,41,Bruce Spence,771,9003011,Vernon Wells,The Road Warrior ,139839,1431,Kjell Nilsson,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,302,English,Australia,R,2000000,1981,542,7.6,0
Alex Kendrick,33,129,592,592,Ben Davies,1000,34522221,T.C. Stallings,Courageous ,16063,2967,Alex Kendrick,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,178,English,USA,PG-13,2000000,2011,700,7,10000
Terence Young,168,115,97,181,Daniela Bianchi,569,24800000,Robert Shaw,From Russia with Love ,93610,1531,Lois Maxwell,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,365,English,UK,PG,2000000,1963,205,7.5,0
Woody Allen,72,89,11000,86,Diane Keaton,11000,,Woody Allen,Sleeper ,34679,13229,John Beck,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,130,English,USA,PG,2000000,1973,2000,7.3,0
Woody Allen,46,88,11000,321,Woody Allen,17000,,Gene Wilder,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,32741,29113,John Carradine,http://www.imdb.com/title/tt0068555/?ref_=fn_tt_tt_1,81,English,USA,R,2000000,1972,11000,6.8,0
,1,60,,225,Alan Autry,484,,Carroll O'Connor,In the Heat of the Night             ,2423,1776,Crystal R. Fox,http://www.imdb.com/title/tt0094484/?ref_=fn_tt_tt_1,24,English,USA,,,,365,7.5,813
David Robert Mitchell,555,100,425,159,Ruby Harris,341,14673301,Maika Monroe,It Follows ,133632,1133,Jake Weary,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,689,English,USA,R,2000000,2014,191,6.9,47000
Chris Kentis,218,86,10,32,Julia Taylor Ross,120,12555230,Eric Sheffer Stevens,Silent House ,19164,221,Adam Trese,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,156,English,France,R,2000000,2011,47,5.3,0
Robert Mulligan,131,129,93,144,William Windom,233,,Brock Peters,To Kill a Mockingbird ,229506,926,Alice Ghostley,http://www.imdb.com/title/tt0056592/?ref_=fn_tt_tt_1,489,English,USA,Not Rated,2000000,1962,170,8.3,16000
Chia-Liang Liu,78,102,30,76,Anita Mui,504,11546543,Andy Lau,The Legend of Drunken Master ,36069,798,Ho-Sung Pak,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,148,Cantonese,Hong Kong,R,10000000,1994,157,7.6,0
Kimberly Peirce,118,118,109,106,Brendan Sexton III,173,11533945,Alicia Goranson,Boys Don't Cry ,80335,567,Jeannetta Arnette,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,437,English,USA,R,2000000,1999,149,7.6,0
Florian Henckel von Donnersmarck,215,137,205,153,Ulrich Mühe,380,11284657,Sebastian Koch,The Lives of Others ,275766,929,Martina Gedeck,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,414,German,Germany,R,2000000,2006,288,8.5,40000
Jack Conway,11,119,7,448,Spencer Tracy,2000,,Clark Gable,Boom Town ,2419,3726,Claudette Colbert,http://www.imdb.com/title/tt0032273/?ref_=fn_tt_tt_1,36,English,USA,Passed,1614000,1940,853,7.1,243
Adrian Lyne,74,137,237,544,Dominique Swain,948,1400000,Frank Langella,Lolita ,39700,2420,Melanie Griffith,http://www.imdb.com/title/tt0119558/?ref_=fn_tt_tt_1,215,English,USA,R,62000000,1997,629,6.9,0
Elia Kazan,61,118,823,176,Celeste Holm,960,,Dean Stockwell,Gentleman's Agreement ,11630,1901,John Garfield,http://www.imdb.com/title/tt0039416/?ref_=fn_tt_tt_1,118,English,USA,Approved,2000000,1947,301,7.4,0
Robert Rossen,100,134,37,373,Jackie Gleason,729,,George C. Scott,The Hustler ,65128,2485,Murray Hamilton,http://www.imdb.com/title/tt0054997/?ref_=fn_tt_tt_1,172,English,USA,Unrated,2000000,1961,535,8,0
Kevin Tenney,66,98,88,196,Rose Marie,273,7369373,Kathleen Wilhoite,Witchboard ,4544,959,Tawny Kitaen,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,76,English,UK,R,2000000,1986,230,5.7,0
Sylvain Chomet,170,80,165,0,Charles Linton,23,7002255,Michel Robin,The Triplets of Belleville ,43962,29,Béatrice Bonifassi,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,312,French,France,PG-13,9500000,2003,6,7.8,0
Chris Eyre,56,89,149,582,Irene Bedard,914,6719300,Michael Greyeyes,Smoke Signals ,8433,3196,Gary Farmer,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,132,English,Canada,PG-13,2000000,1998,761,7.2,0
Debra Granik,366,100,83,248,Shelley Waggener,34000,6531491,Jennifer Lawrence,Winter's Bone ,115813,34556,Lauren Sweetser,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,305,English,USA,R,2000000,2010,289,7.2,20000
Blair Treu,7,78,3,0,Carolina Muñoz Marin,0,5876812,Jermaine Sullivan,Meet the Mormons ,1766,0,Gail Halvorsen,http://www.imdb.com/title/tt4003774/?ref_=fn_tt_tt_1,157,English,USA,PG,,2014,0,7,1000
Shari Springer Berman,182,101,30,92,James Urbaniak,14000,6003587,Josh Hutcherson,American Splendor ,42981,14424,Daniel Tay,http://www.imdb.com/title/tt0305206/?ref_=fn_tt_tt_1,227,English,USA,R,,2003,131,7.5,0
Alejandro González Iñárritu,157,115,0,79,Adriana Barraza,3000,5383834,Gael García Bernal,Amores Perros ,182693,3326,Jorge Salinas,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,366,Spanish,Mexico,R,2000000,2000,88,8.1,12000
Richard Linklater,219,80,0,2,Albert Delpy,55,5792822,Vernon Dobtcheff,Before Sunset ,177458,67,Rodolphe Pauly,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,493,English,USA,R,2700000,2004,8,8,13000
Kevin Macdonald,121,106,163,3,Brendan Mackey,21,4581222,Nicholas Aaron,Touching the Void ,28222,29,Joe Simpson,http://www.imdb.com/title/tt0379557/?ref_=fn_tt_tt_1,156,English,UK,R,,2003,5,8.1,0
Catherine Hardwicke,126,100,314,381,Sarah Clarke,1000,4599680,Holly Hunter,Thirteen ,70707,2209,Kip Pardue,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,545,English,USA,R,1500000,2003,493,6.8,0
Henry King,10,106,89,321,Don Ameche,484,,Tyrone Power,Alexander's Ragtime Band ,1465,1923,John Carradine,http://www.imdb.com/title/tt0029852/?ref_=fn_tt_tt_1,29,English,USA,Approved,2000000,1938,400,7,60
Miranda July,149,91,242,242,Brad William Henke,741,3885134,Najarra Townsend,Me and You and Everyone We Know ,31885,1572,Miranda July,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,242,English,USA,R,2000000,2005,379,7.4,0
David Ayer,115,116,537,2000,Christian Bale,24000,3335839,J.K. Simmons,Harsh Times ,56188,50329,Noel Gugliemi,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,221,English,USA,R,2000000,2005,23000,6.9,0
Max Joseph,159,96,32,331,Emily Ratajkowski,807,3590010,Vanessa Lengies,We Are Your Friends ,25274,3055,Jonny Weston,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,61,English,UK,R,2000000,2015,644,6.1,0
Jim Jarmusch,168,116,0,131,Gano Grills,258,3300230,Henry Silva,Ghost Dog: The Way of the Samurai ,72972,703,Richard Portnow,http://www.imdb.com/title/tt0165798/?ref_=fn_tt_tt_1,350,English,France,R,,1999,149,7.5,0
Charles Ferguson,168,105,116,13,Barney Frank,14000,4311834,Matt Damon,Inside Job ,58575,14046,Gylfi Zoega,http://www.imdb.com/title/tt1645089/?ref_=fn_tt_tt_1,131,English,USA,PG-13,2000000,2010,18,8.3,64000
Ari Folman,231,90,58,0,Ronny Dayag,58,2283276,Ari Folman,Waltz with Bashir ,47923,58,Zahava Solomon,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,156,Hebrew,Israel,R,1500000,2008,0,8,0
Maggie Kiley,5,82,7,132,Rosalio Garcia,755,,Nick Roux,Caught ,365,1097,Amelia Rose Blaire,http://www.imdb.com/title/tt4273170/?ref_=fn_tt_tt_1,8,English,USA,TV-14,,2015,142,5.3,65
Steven Soderbergh,107,101,0,528,Blair Underwood,739,2506446,Enrico Colantoni,Full Frontal ,8799,3395,Jeff Garlin,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,172,English,USA,R,2000000,2002,717,4.7,141
Paul Dinello,52,97,32,439,Alexis Dziena,935,2068323,Elisabeth Harnois,Strangers with Candy ,7107,3344,Chandra Wilson,http://www.imdb.com/title/tt0369994/?ref_=fn_tt_tt_1,76,English,USA,R,3500000,2005,714,6.1,489
Gary Rogers,7,120,0,40,Kirby Heyborne,178,1098224,Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ",406,361,Bruce Newbold,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,30,English,USA,PG-13,2000000,2003,67,3.2,31
John Cameron Mitchell,161,101,266,37,Peter Stickles,73,1984378,Sook-Yin Lee,Shortbus ,28248,228,Raphael Barker,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,208,English,USA,Unrated,2000000,2006,51,6.5,0
Kenneth Branagh,83,150,0,412,Julie Christie,644,4414535,Brian Blessed,Hamlet ,31493,1722,Richard Briers,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,225,English,UK,PG-13,18000000,1996,609,7.8,0
Marielle Heller,172,102,31,91,David Fine,10000,1477002,Alexander Skarsgård,The Diary of a Teenage Girl ,21102,11201,Bel Powley,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,80,English,USA,R,2000000,2015,1000,6.9,0
Charles Ferguson,80,102,116,17,Dick Cheney,389,1430185,Campbell Scott,No End in Sight ,7490,444,Donald Rumsfeld,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,56,English,USA,,2000000,2007,21,8.3,0
,1,60,,147,Jon Tenney,11000,,Anne Hathaway,Get Real             ,435,11630,Debrah Farentino,http://www.imdb.com/title/tt0212662/?ref_=fn_tt_tt_1,26,English,USA,,,,289,7.2,45
Kelly Reichardt,201,104,143,927,Bruce Greenwood,1000,977600,Zoe Kazan,Meek's Cutoff ,8874,3524,Shirley Henderson,http://www.imdb.com/title/tt1518812/?ref_=fn_tt_tt_1,101,English,USA,PG,,2010,997,6.6,0
David Sington,106,100,90,65,Buzz Aldrin,202,1134049,John F. Kennedy,In the Shadow of the Moon ,5704,458,Neil Armstrong,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,45,English,UK,PG,2000000,2007,150,8.1,0
Fenton Bailey,123,89,14,233,Bill Maher,408,653621,Hugh M. Hefner,Inside Deep Throat ,5749,1221,Linda Lovelace,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,66,English,USA,NC-17,2000000,2005,354,6.8,604
Bob Giraldi,41,99,34,123,Manny Perez,403,110000,Danny Aiello,Dinner Rush ,4440,1240,Ajay Naidu,http://www.imdb.com/title/tt0229340/?ref_=fn_tt_tt_1,73,English,USA,R,,2000,184,7.3,506
Huck Botko,44,86,9,128,Krysta Rodriguez,189,535249,Matt Bennett,The Virginity Hit ,3550,761,Zack Pearlman,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,13,English,USA,R,3400000,2010,139,4.6,982
Jill Sprecher,41,96,12,492,Alanna Ubach,588,444354,Bob Balaban,Clockwatchers ,4116,3136,Jamie Kennedy,http://www.imdb.com/title/tt0118866/?ref_=fn_tt_tt_1,111,English,UK,PG-13,,1997,588,6.4,167
Luc Besson,32,98,0,82,Jean-Hugues Anglade,580,,Isabelle Adjani,Subway ,11503,928,Eric Serra,http://www.imdb.com/title/tt0090095/?ref_=fn_tt_tt_1,46,French,France,R,17000000,1985,163,6.5,835
David Duchovny,45,96,0,263,Frank Langella,49000,371081,Robin Williams,House of D ,7723,50594,Zelda Williams,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,88,English,USA,PG-13,6000000,2004,948,7,920
Laurie Collyer,78,96,38,90,Kate Burton,379,198407,Brad William Henke,Sherrybaby ,10521,805,Michelle Hurst,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,79,English,USA,R,2000000,2006,229,6.6,478
Roland Emmerich,79,129,792,466,Joey King,25000,186354,Jeremy Irvine,Stonewall ,2241,28208,Caleb Landry Jones,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,32,English,USA,R,13500000,2015,2000,4.8,0
Mitchell Lichtenstein,221,94,58,271,Nathan Parsons,397,347578,Jess Weixler,Teeth ,35596,1598,John Hensley,http://www.imdb.com/title/tt0780622/?ref_=fn_tt_tt_1,164,English,USA,R,,2007,372,5.4,17000
Lance Mungia,51,91,4,0,Stephane Gauger,33,124494,Jeffrey Falcon,Six-String Samurai ,5789,36,Kim De Angelo,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,103,English,USA,PG-13,2000000,1998,3,6.7,0
Richard LaGravenese,82,94,98,88,Jeremy Jordan,10000,137945,Anna Kendrick,The Last Five Years ,7138,10886,Charly Bivona,http://www.imdb.com/title/tt2474024/?ref_=fn_tt_tt_1,44,English,USA,PG-13,,2014,791,5.9,0
Kundan Shah,1,,4,75,Bobby Deol,352,,Karisma Kapoor,Hum To Mohabbat Karega ,289,627,Shakti Kapoor,http://www.imdb.com/title/tt0249588/?ref_=fn_tt_tt_1,1,Hindi,India,,,2000,92,2.8,10
Michael Dowse,58,90,32,137,Neil Maskell,327,120620,Paul Kaye,It's All Gone Pete Tong ,17290,884,Kate Magowan,http://www.imdb.com/title/tt0388139/?ref_=fn_tt_tt_1,67,English,UK,R,,2004,260,7.4,0
Hue Rhodes,44,85,0,975,Steve Buscemi,22000,100669,Peter Dinklage,Saint John of Las Vegas ,2579,36975,Romany Malco,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,11,English,USA,R,3800000,2009,12000,5.7,410
Shane Meadows,44,96,222,20,Annette Badland,5000,,Bob Hoskins,24 7: Twenty Four Seven ,2141,5543,Karl Collins,http://www.imdb.com/title/tt0120391/?ref_=fn_tt_tt_1,21,English,UK,R,,1997,505,7.1,228
Jugal Hansraj,7,93,31,25,Sanjay Mishra,532,55202,Saif Ali Khan,Roadside Romeo ,979,672,Javed Jaffrey,http://www.imdb.com/title/tt1050739/?ref_=fn_tt_tt_1,18,Hindi,India,PG,,2008,82,5.3,41
,14,60,,551,Colin Ferguson,838,,Joe Morton,Eureka             ,40752,4380,Ed Quinn,http://www.imdb.com/title/tt0796264/?ref_=fn_tt_tt_1,138,English,USA,TV-14,,,764,7.9,0
Ryan Gosling,197,112,33000,293,Ben Mendelsohn,2000,43282,Matt Smith,Lost River ,13051,3699,Barbara Steele,http://www.imdb.com/title/tt2366608/?ref_=fn_tt_tt_1,95,English,USA,R,2000000,2014,846,5.8,0
Ray Griggs,11,98,5,513,Christine Lakin,1000,30955,Clint Howard,Super Capers: The Origins of Ed and the Missing Bullion ,937,3135,Ryan McPartlin,http://www.imdb.com/title/tt1161064/?ref_=fn_tt_tt_1,14,English,USA,PG,2000000,2009,525,3.1,114
Noah Buschel,67,95,9,398,Amy Ryan,543,17580,Merritt Wever,The Missing Person ,1304,2810,Paul Adelstein,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,23,English,USA,,1500000,2009,442,6.2,201
Danny Provenzano,5,100,84,299,Frank Vincent,591,,Vincent Pastore,This Thing of Ours ,530,1352,Chuck Zito,http://www.imdb.com/title/tt0338497/?ref_=fn_tt_tt_1,18,English,USA,Not Rated,,2003,361,5.4,64
Frank Lotito,5,102,5,258,Jake Busey,3000,14867,Brighton Sharbino,Growing Up Smith ,167,4359,Tim Guinee,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,4,English,USA,PG-13,2000000,2015,681,7.8,302
Brian Yuzna,53,97,97,194,Kent McCord,807,,Melinda Clarke,Return of the Living Dead III ,10760,1437,Sarah Douglas,http://www.imdb.com/title/tt0107953/?ref_=fn_tt_tt_1,131,English,USA,R,2000000,1993,203,5.9,871
Jon Kasdan,20,95,24,721,Christine Taylor,940,17061,Craig Roberts,The First Time ,53414,3486,Molly C. Quinn,http://www.imdb.com/title/tt1763303/?ref_=fn_tt_tt_1,52,English,USA,PG-13,2000000,2012,847,6.9,0
James Watkins,164,91,48,419,Jack O'Connell,13000,5824,Michael Fassbender,Eden Lake ,61012,14586,Lorraine Stanley,http://www.imdb.com/title/tt1020530/?ref_=fn_tt_tt_1,368,English,UK,R,,2008,710,6.8,0
Hunter Richards,34,92,10,1000,Chris Evans,26000,12667,Jason Statham,London ,19809,39552,Dane Cook,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,92,English,UK,R,14000,2005,11000,6.6,0
Aaron Hann,35,87,0,193,David Saucedo,697,,Carter Jenkins,Circle ,17381,1410,Cesar Garcia,http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1,68,English,USA,Not Rated,,2015,291,6.1,0
Ralph Ziman,30,119,6,12,Kenneth Nkosi,29,4958,Rapulana Seiphemo,Gangster's Paradise: Jerusalema ,9799,88,Robert Hobbs,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,23,English,South Africa,R,2000000,2008,18,7.7,1000
Catherine Hardwicke,20,99,314,421,James Kyson,642,2843,Frances Fisher,Plush ,3096,2523,Marlene Forte,http://www.imdb.com/title/tt2226519/?ref_=fn_tt_tt_1,25,English,USA,R,,2013,585,5.4,607
Paul Bunnell,88,106,6,408,Kevin McCarthy,424,2436,Kate Maberly,The Ghastly Love of Johnny X ,360,1718,Paul Williams,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,22,English,USA,Not Rated,2000000,2012,412,5.7,775
Phil Claydon,110,88,6,164,James Corden,553,,MyAnna Buring,Vampire Killers ,17845,1662,Silvia Colloca,http://www.imdb.com/title/tt1020885/?ref_=fn_tt_tt_1,94,English,UK,R,,2009,496,5.2,0
Colin Minihan,117,92,6,103,Sean Rogerson,265,,Mackenzie Gray,Grave Encounters ,42545,780,Ashleigh Gryzko,http://www.imdb.com/title/tt1703199/?ref_=fn_tt_tt_1,237,English,Canada,Not Rated,100000,2011,115,6.1,0
S. Craig Zahler,245,132,14,630,Lili Simmons,1000,,Sid Haig,Bone Tomahawk ,45981,4634,David Arquette,http://www.imdb.com/title/tt2494362/?ref_=fn_tt_tt_1,247,English,USA,Not Rated,1800000,2015,719,7.1,20000
John Simpson,24,99,0,273,Lee Evans,782,,Colin Salmon,Freeze Frame ,2634,1684,Ian McNeice,http://www.imdb.com/title/tt0363095/?ref_=fn_tt_tt_1,41,English,UK,R,2000000,2004,319,6.4,206
Simon Napier-Bell,,81,0,10,Tim Rice,698,,Alice Cooper,Sinatra Being Frank ,7,741,Louis Walsh,http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,,English,UK,,2000000,2015,30,7.4,0
Conor McMahon,102,86,5,47,Tommy Knight,121,,Eoghan McQuinn,Stitches ,7041,324,Jemma Curran,http://www.imdb.com/title/tt2126362/?ref_=fn_tt_tt_1,54,English,Ireland,R,,2012,95,5.7,0
Dave Payne,20,88,2,337,Lew Temple,755,,Mircea Monroe,No Man's Land: The Rise of Reeker ,2809,2884,Robert Pine,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,32,English,USA,R,2000000,2008,718,4.9,153
Chris Shadley,24,83,0,109,William Lee Scott,438,,Daniel Baldwin,Nine Dead ,9954,1190,Marc Macaulay,http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1,67,English,USA,R,2000000,2010,167,5.5,0
Woody Allen,43,82,11000,177,Charlotte Rae,11000,,Woody Allen,Bananas ,29006,11717,Louise Lasser,http://www.imdb.com/title/tt0066808/?ref_=fn_tt_tt_1,106,English,USA,GP,2000000,1971,435,7.1,0
Jeff Crook,7,90,5,376,Mario Cimarro,617,,Nicholas Gonzalez,Rockaway ,360,2480,Ricardo Chavira,http://www.imdb.com/title/tt0796355/?ref_=fn_tt_tt_1,6,English,USA,R,2000000,2007,450,4.6,44
,14,30,,431,Tim Daly,699,,Steven Weber,Wings             ,8027,1941,Amy Yasbeck,http://www.imdb.com/title/tt0098948/?ref_=fn_tt_tt_1,56,English,USA,,,,533,7.3,1000
Orson Welles,96,92,0,4,Ted de Corsia,34,7927,Everett Sloane,The Lady from Shanghai ,20293,65,Erskine Sanford,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,178,English,USA,Not Rated,2300000,1947,23,7.7,0
Tanner Beard,1,108,528,889,Glenn Morshower,10000,,William McNamara,The Legend of Hell's Gate: An American Conspiracy ,600,14804,Henry Thomas,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1,14,English,USA,PG-13,2000000,2011,912,4.4,649
Jonas Åkerlund,33,96,82,719,Saffron Burrows,2000,,Noel Gugliemi,Small Apartments ,5956,3711,Matt Lucas,http://www.imdb.com/title/tt1272886/?ref_=fn_tt_tt_1,28,English,USA,R,2000000,2012,832,6.1,0
Vanessa Parise,2,87,9,123,Haley Pullos,166,,Jessica Lu,From Straight A's to XXX ,405,564,Ty Wood,http://www.imdb.com/title/tt6237208/?ref_=fn_tt_tt_1,14,English,Canada,TV-14,,2017,124,5.2,161
